assetId,legalEntityId,ratingMethod
JP1051231F37,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
JP1051171E30,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
XS1226268735,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
IT0003493258,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
DE0001135382,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
DE0001135481,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
US912803AY96,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
DE0001104644,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
IT0005217390,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
DE0001104636,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
DE0001141737,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
JP1140791H12,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
JP1023621G33,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
JP1051161DC4,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
JP1051271G37,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
JP1103121AC2,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
IT0004957574,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
IT0003644769,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
IT0004953417,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
IT0001444378,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
SG76D1000009,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
SG31A1000000,"720400TGFLH2QZV80T,104399UHGKI1RAW91U,928581SHELI3PYW91M,928581KELLA3PYW91M,222105IP581HO777LM30,5493OOS20A8EOTNL3L19,5493OOS20A8EOTNL3L20,5493OOS20A8EOTNL3L21,5493OOS20A8EOTNL3L22,549300SPVJCY3NPIPQ48,5493008I8OABDX7R9S42,5503008I8OABDX7R9S43,5513008I8OABDX7R9S44,5523008I8OABDX7R9S45",Standard
