assetId,legalEntityId,ratingMethod
JP1051231F37,"549300SDDJE84DDJNB30,549300WQWDPFSMQ8I087,5493004U2OZSNOP2ML97,549300561UZND4C7B569,W7K13LBE6OLJ663LISWQ,FLWQQ213I639BH37WD1N,6BP9B5XIIOCTY6H0MFMJ,XQMDGAGQXJ5OHQ8I994V,0SOJM5F1XDPSIZO9TX9J,2TEBDUI1CT9Y2WLC8GR7,R1SVUR5HEZ0O093VM2KL,PFYUZLB1WMXL7LJ0V1IY,LKY5XBK1ZJILZ74JW70H,CQB2PRVDFRFTC2ZDLJTX",Standard
JP1051171E30,"549300SDDJE84DDJNB30,549300WQWDPFSMQ8I087,5493004U2OZSNOP2ML97,549300561UZND4C7B569,W7K13LBE6OLJ663LISWQ,FLWQQ213I639BH37WD1N,6BP9B5XIIOCTY6H0MFMJ,XQMDGAGQXJ5OHQ8I994V,0SOJM5F1XDPSIZO9TX9J,2TEBDUI1CT9Y2WLC8GR7,R1SVUR5HEZ0O093VM2KL,PFYUZLB1WMXL7LJ0V1IY,LKY5XBK1ZJILZ74JW70H,CQB2PRVDFRFTC2ZDLJTX",Standard
XS1226268735,"549300SDDJE84DDJNB30,549300WQWDPFSMQ8I087,5493004U2OZSNOP2ML97,549300561UZND4C7B569,W7K13LBE6OLJ663LISWQ,FLWQQ213I639BH37WD1N,6BP9B5XIIOCTY6H0MFMJ,XQMDGAGQXJ5OHQ8I994V,0SOJM5F1XDPSIZO9TX9J,2TEBDUI1CT9Y2WLC8GR7,R1SVUR5HEZ0O093VM2KL,PFYUZLB1WMXL7LJ0V1IY,LKY5XBK1ZJILZ74JW70H,CQB2PRVDFRFTC2ZDLJTX",Standard
IT0003493258,"549300SDDJE84DDJNB30,549300WQWDPFSMQ8I087,5493004U2OZSNOP2ML97,549300561UZND4C7B569,W7K13LBE6OLJ663LISWQ,FLWQQ213I639BH37WD1N,6BP9B5XIIOCTY6H0MFMJ,XQMDGAGQXJ5OHQ8I994V,0SOJM5F1XDPSIZO9TX9J,2TEBDUI1CT9Y2WLC8GR7,R1SVUR5HEZ0O093VM2KL,PFYUZLB1WMXL7LJ0V1IY,LKY5XBK1ZJILZ74JW70H,CQB2PRVDFRFTC2ZDLJTX",Standard
DE0001135382,"549300SDDJE84DDJNB30,549300WQWDPFSMQ8I087,5493004U2OZSNOP2ML97,549300561UZND4C7B569,W7K13LBE6OLJ663LISWQ,FLWQQ213I639BH37WD1N,6BP9B5XIIOCTY6H0MFMJ,XQMDGAGQXJ5OHQ8I994V,0SOJM5F1XDPSIZO9TX9J,2TEBDUI1CT9Y2WLC8GR7,R1SVUR5HEZ0O093VM2KL,PFYUZLB1WMXL7LJ0V1IY,LKY5XBK1ZJILZ74JW70H,CQB2PRVDFRFTC2ZDLJTX",Standard
DE0001135481,"549300SDDJE84DDJNB30,549300WQWDPFSMQ8I087,5493004U2OZSNOP2ML97,549300561UZND4C7B569,W7K13LBE6OLJ663LISWQ,FLWQQ213I639BH37WD1N,6BP9B5XIIOCTY6H0MFMJ,XQMDGAGQXJ5OHQ8I994V,0SOJM5F1XDPSIZO9TX9J,2TEBDUI1CT9Y2WLC8GR7,R1SVUR5HEZ0O093VM2KL,PFYUZLB1WMXL7LJ0V1IY,LKY5XBK1ZJILZ74JW70H,CQB2PRVDFRFTC2ZDLJTX",Standard
US912803AY96,"549300SDDJE84DDJNB30,549300WQWDPFSMQ8I087,5493004U2OZSNOP2ML97,549300561UZND4C7B569,W7K13LBE6OLJ663LISWQ,FLWQQ213I639BH37WD1N,6BP9B5XIIOCTY6H0MFMJ,XQMDGAGQXJ5OHQ8I994V,0SOJM5F1XDPSIZO9TX9J,2TEBDUI1CT9Y2WLC8GR7,R1SVUR5HEZ0O093VM2KL,PFYUZLB1WMXL7LJ0V1IY,LKY5XBK1ZJILZ74JW70H,CQB2PRVDFRFTC2ZDLJTX",Standard
DE0001104644,"549300SDDJE84DDJNB30,549300WQWDPFSMQ8I087,5493004U2OZSNOP2ML97,549300561UZND4C7B569,W7K13LBE6OLJ663LISWQ,FLWQQ213I639BH37WD1N,6BP9B5XIIOCTY6H0MFMJ,XQMDGAGQXJ5OHQ8I994V,0SOJM5F1XDPSIZO9TX9J,2TEBDUI1CT9Y2WLC8GR7,R1SVUR5HEZ0O093VM2KL,PFYUZLB1WMXL7LJ0V1IY,LKY5XBK1ZJILZ74JW70H,CQB2PRVDFRFTC2ZDLJTX",Standard
IT0005217390,"549300SDDJE84DDJNB30,549300WQWDPFSMQ8I087,5493004U2OZSNOP2ML97,549300561UZND4C7B569,W7K13LBE6OLJ663LISWQ,FLWQQ213I639BH37WD1N,6BP9B5XIIOCTY6H0MFMJ,XQMDGAGQXJ5OHQ8I994V,0SOJM5F1XDPSIZO9TX9J,2TEBDUI1CT9Y2WLC8GR7,R1SVUR5HEZ0O093VM2KL,PFYUZLB1WMXL7LJ0V1IY,LKY5XBK1ZJILZ74JW70H,CQB2PRVDFRFTC2ZDLJTX",Standard
DE0001104636,"549300SDDJE84DDJNB30,549300WQWDPFSMQ8I087,5493004U2OZSNOP2ML97,549300561UZND4C7B569,W7K13LBE6OLJ663LISWQ,FLWQQ213I639BH37WD1N,6BP9B5XIIOCTY6H0MFMJ,XQMDGAGQXJ5OHQ8I994V,0SOJM5F1XDPSIZO9TX9J,2TEBDUI1CT9Y2WLC8GR7,R1SVUR5HEZ0O093VM2KL,PFYUZLB1WMXL7LJ0V1IY,LKY5XBK1ZJILZ74JW70H,CQB2PRVDFRFTC2ZDLJTX",Standard
